timestamp,Temp [°C],Wind [m/s],Wind Power [MWh],Wind Power Capacity [MWh],Price [c/kWh]
20231110T040000Z,3.2,4,1095.275,6414.0,2.497
20231110T050000Z,3.5,3.9,1184.675,6414.0,3.0
20231110T060000Z,4,4.1,1303.525,6414.0,6.275
20231110T070000Z,4.5,4.3,1305.725,6414.0,8.164
20231110T080000Z,4.9,4.4,1239.3249999999998,6414.0,8.017
20231110T090000Z,5.1,3.9,1216.875,6414.0,7.906
20231110T100000Z,5.3,4,1217.45,6414.0,7.802
20231110T110000Z,5.4,3.7,1264.85,6414.0,7.0
20231110T120000Z,5.4,3.3,1298.65,6414.0,5.209
20231110T130000Z,5.5,3.2,1418.825,6414.0,4.5
20231110T140000Z,5.5,3.4,1450.1,6414.0,6.097
20231110T150000Z,5.6,3,1529.5500000000002,6414.0,4.303
20231110T160000Z,5.6,2.7,1621.275,6414.0,4.303
20231110T170000Z,5.7,2.2,1611.35,6414.0,3.351
20231110T180000Z,5.9,1.4,1662.575,6414.0,2.788
20231110T190000Z,6,1.7,1682.125,6414.0,2.481
20231110T200000Z,6.3,1.5,1819.675,6414.0,2.272
20231110T210000Z,6.2,0.7,1694.075,6414.0,2.202
20231110T220000Z,6,1.5,1807.325,6414.0,1.946
20231110T230000Z,5.8,0.7,1898.325,6414.0,2.019
20231111T000000Z,5.2,1,1904.725,6414.0,2.027
20231111T010000Z,5.2,1.7,2093.25,6414.0,2.001
20231111T020000Z,5.7,1.6,2196.725,6414.0,1.975
20231111T030000Z,5.6,2,2314.1,6414.0,2.2
20231111T040000Z,5.4,2,2237.5,6414.0,2.043
20231111T050000Z,5.2,2.5,2326.475,6414.0,2.1
20231111T060000Z,4.8,3.1,2440.925,6414.0,2.246
20231111T070000Z,4.3,2.7,1668.675,6414.0,2.543
20231111T080000Z,4.2,2.9,1490.35,6414.0,2.843
20231111T090000Z,4.2,2.7,1543.9250000000002,6414.0,2.835
20231111T100000Z,3.9,3.3,1565.2,6414.0,2.896
20231111T110000Z,3.8,3.8,1647.525,6414.0,2.901
20231111T120000Z,3.6,3.9,1922.925,6414.0,2.993
20231111T130000Z,3.4,4.6,2410.725,6414.0,2.894
20231111T140000Z,3.2,4.5,2744.5,6414.0,2.859
20231111T150000Z,3,3.9,2953.35,6414.0,3.087
20231111T160000Z,2.9,4.2,3108.45,6414.0,3.169
20231111T170000Z,2.6,4.1,3215.225,6414.0,3.192
20231111T180000Z,2.3,3.8,3328.375,6414.0,2.965
20231111T190000Z,2.1,3.8,3447.3,6414.0,2.551
20231111T200000Z,2.1,4.1,3527.575,6414.0,2.48
20231111T210000Z,1.9,4.2,3517.975,6414.0,2.299
20231111T220000Z,1.7,4.2,3506.575,6414.0,2.077
20231111T230000Z,1.6,4.6,3474.3,6414.0,2.188
20231112T000000Z,1.6,4.5,3445.325,6414.0,2.14
20231112T010000Z,1.5,4.6,3399.175,6414.0,2.107
20231112T020000Z,1.5,4.9,3257.7,6414.0,2.078
20231112T030000Z,1.4,5,3165.0,6414.0,2.086
20231112T040000Z,1.1,4.6,3176.7,6414.0,2.135
20231112T050000Z,0.7,4.5,3217.775,6414.0,2.051
20231112T060000Z,0.6,4.7,3239.425,6414.0,2.165
20231112T070000Z,0.6,5,3338.9,6414.0,2.283
20231112T080000Z,0.6,5.1,3387.8,6414.0,2.514
20231112T090000Z,0.6,5.5,3379.025,6414.0,2.895
20231112T100000Z,0.4,5,3310.25,6414.0,3.049
20231112T110000Z,0.2,4.5,3276.1,6414.0,3.125
20231112T120000Z,0,4.4,3322.8,6414.0,3.196
20231112T130000Z,0,4.4,3418.35,6414.0,3.253
20231112T140000Z,0,4.1,3420.65,6414.0,3.381
20231112T150000Z,0.1,3.6,3398.175,6414.0,3.722
20231112T160000Z,0,3.6,3344.975,6414.0,4.0
20231112T170000Z,0,3.5,3314.325,6414.0,4.001
20231112T180000Z,0,3.6,3301.675,6414.0,3.908
20231112T190000Z,0,3.6,3205.125,6414.0,3.691
20231112T200000Z,-0.1,3.5,3056.25,6414.0,3.658
20231112T210000Z,-0.2,3.3,2961.325,6414.0,3.426
20231112T220000Z,-0.2,3.3,2838.575,6414.0,3.31
20231112T230000Z,-0.2,3.4,2728.25,6414.0,3.498
20231113T000000Z,-0.2,4.2,2607.975,6414.0,3.491
20231113T010000Z,-0.4,3.9,2564.775,6414.0,3.501
20231113T020000Z,-0.6,3.9,2569.8,6414.0,3.589
20231113T030000Z,-0.7,4,2506.725,6414.0,3.905
20231113T040000Z,-0.7,4.1,2446.4,6414.0,4.277
20231113T050000Z,-0.9,3.5,2415.9,6414.0,8.346
20231113T060000Z,-1.1,4,2447.625,6414.0,9.54
20231113T070000Z,-1.2,3,2416.0,6414.0,11.923
20231113T080000Z,-1.1,3.6,2266.65,6414.0,12.225
20231113T090000Z,-1,3.5,2079.7,6414.0,11.541
20231113T100000Z,-1,3.4,1761.125,6414.0,9.769
20231113T110000Z,-1,3.2,1515.3,6414.0,9.007
20231113T120000Z,-1.1,3.6,1553.0,6414.0,8.981
20231113T130000Z,-1.2,3,1706.5749999999998,6426.0,8.392
20231113T140000Z,-1.1,4.3,1735.475,6445.0,8.013
20231113T150000Z,-1.3,3.3,1754.15,6445.0,7.867
20231113T160000Z,-1.5,3.7,1785.175,6445.0,8.029
20231113T170000Z,-1.8,3.6,1815.375,6445.0,8.0
20231113T180000Z,-1.8,3.2,1809.575,6445.0,7.336
20231113T190000Z,-1.9,3,1756.425,6445.0,4.656
20231113T200000Z,-1.9,3.2,1581.2,6445.0,4.296
20231113T210000Z,-1.8,3.2,1453.275,6445.0,3.731
20231113T220000Z,-1.7,2.7,1369.95,6445.0,3.001
20231113T230000Z,-1.6,2.8,1267.75,6445.0,3.681
20231114T000000Z,-1.5,2.3,1191.975,6445.0,3.809
20231114T010000Z,-1.4,2.4,1181.025,6445.0,3.769
20231114T020000Z,-1.5,2.6,1187.075,6445.0,3.637
20231114T030000Z,-1.6,2.1,1195.375,6445.0,4.462
20231114T040000Z,-1.8,2.1,1137.475,6445.0,8.001
20231114T050000Z,-1.8,2.3,1128.725,6445.0,13.5
20231114T060000Z,-1.7,2.4,1079.35,6445.0,12.408
20231114T070000Z,-1.8,2.3,1022.675,6445.0,12.405
20231114T080000Z,-1.7,2.9,1000.75,6445.0,12.404
20231114T090000Z,-1.7,2.3,887.575,6445.0,13.503
20231114T100000Z,-1.6,2,804.45,6445.0,15.007
20231114T110000Z,-1.5,1.7,744.325,6445.0,15.006
20231114T120000Z,-1.6,2.7,826.425,6445.0,9.319
20231114T130000Z,-1.7,2.6,1038.825,6445.0,11.551
20231114T140000Z,-1.9,2.7,1313.35,6445.0,12.406
20231114T150000Z,-2.1,2.7,1449.15,6445.0,13.502
20231114T160000Z,-2.2,2.7,1418.15,6445.0,12.403
20231114T170000Z,-2.3,3,1359.425,6445.0,12.402
20231114T180000Z,-2.5,3,1220.9499999999998,6445.0,11.651
20231114T190000Z,-2.6,3.2,1072.375,6445.0,9.915
20231114T200000Z,-2.7,2.9,1068.4,6445.0,8.814
20231114T210000Z,-2.9,2.9,1029.5,6445.0,8.925
20231114T220000Z,-3,2.7,1081.575,6445.0,6.201
20231114T230000Z,-3.1,3.2,1054.375,6445.0,8.11
20231115T000000Z,-3.2,2.5,906.55,6445.0,7.642
20231115T010000Z,-3.1,2.7,770.725,6445.0,7.29
20231115T020000Z,-3.3,3.2,645.05,6445.0,7.069
20231115T030000Z,-3.2,3.4,531.3249999999999,6445.0,7.445
20231115T040000Z,-3.2,2.9,442.1,6445.0,8.068
20231115T050000Z,-3.2,2.8,380.2,6445.0,12.546
20231115T060000Z,-3.1,2.5,376.8,6445.0,12.219
20231115T070000Z,-3,2.4,387.525,6445.0,12.859
20231115T080000Z,-2.8,2.2,433.8,6445.0,12.129
20231115T090000Z,-2.5,2.5,422.375,6445.0,11.278
20231115T100000Z,-2.3,2.6,447.15,6445.0,10.875
20231115T110000Z,-2.2,2.4,422.8,6445.0,10.1
20231115T120000Z,-2.2,2,438.7,6445.0,13.5
20231115T130000Z,-2.2,2.3,487.9,6445.0,10.627
20231115T140000Z,-2.3,2.2,553.1,6445.0,12.121
20231115T150000Z,-2.5,2.6,592.2,6445.0,12.296
20231115T160000Z,-2.7,2.9,605.125,6445.0,12.784
20231115T170000Z,-3.2,2.7,689.675,6445.0,12.99
20231115T180000Z,-4,3.2,791.0,6445.0,12.108
20231115T190000Z,-4.7,3.2,886.7,6445.0,10.99
20231115T200000Z,-5.5,3.4,1016.975,6445.0,9.75
20231115T210000Z,-6.1,3.4,970.775,6445.0,9.166
20231115T220000Z,-6.3,2.9,833.325,6445.0,8.421
20231115T230000Z,-6.3,2.5,782.625,6445.0,8.546
20231116T000000Z,-6.5,3.1,689.85,6445.0,8.325
20231116T010000Z,-6.8,3,644.2750000000001,6445.0,7.545
20231116T020000Z,-5.9,3.1,617.7,6445.0,7.468
20231116T030000Z,-5.5,2.3,554.875,6445.0,8.11
20231116T040000Z,-5.2,2.6,431.9,6445.0,9.227
20231116T050000Z,-5.2,1.5,374.5,6445.0,16.1
20231116T060000Z,-5.4,1.7,303.4,6445.0,16.5
20231116T070000Z,-5,2.3,268.225,6445.0,16.5
20231116T080000Z,-4.6,2.3,218.95,6445.0,16.499
20231116T090000Z,-4.6,1.9,211.025,6445.0,16.499
20231116T100000Z,-4.5,3,239.725,6445.0,16.009
20231116T110000Z,-4.6,3,285.55,6445.0,15.686
20231116T120000Z,-4.8,2.8,306.85,6445.0,13.164
20231116T130000Z,-5,2.5,341.875,6445.0,16.499
20231116T140000Z,-5.3,2.5,427.225,6445.0,16.499
20231116T150000Z,-5.4,1.5,573.975,6445.0,19.454
20231116T160000Z,-5.4,1.7,677.075,6445.0,18.239
20231116T170000Z,-5.6,1.5,768.55,6445.0,14.393
20231116T180000Z,-5.6,1.2,978.5,6445.0,12.222
20231116T190000Z,-5.7,1.2,1174.75,6445.0,11.761
20231116T200000Z,-6.1,1.3,1212.45,6445.0,11.126
20231116T210000Z,-6.3,0.9,1242.625,6445.0,10.667
20231116T220000Z,-6.3,0.8,1275.325,6445.0,8.442
20231116T230000Z,-6.3,1.3,1392.55,6445.0,9.71
20231117T000000Z,-6.4,1.4,1604.7,6445.0,9.278
20231117T010000Z,-6.4,1.1,1793.8,6445.0,8.792
20231117T020000Z,-6.2,1.7,1944.525,6445.0,8.926
20231117T030000Z,-6,1.5,2092.025,6445.0,9.273
20231117T040000Z,-6,1.5,2253.225,6445.0,10.0
20231117T050000Z,-6.1,1.4,2352.375,6445.0,11.509
20231117T060000Z,-5.9,1.3,2405.925,6445.0,12.789
20231117T070000Z,-5.5,1.3,2380.45,6445.0,14.192
20231117T080000Z,-5.1,2.3,2303.575,6445.0,13.475
20231117T090000Z,-4.9,2.1,2228.325,6445.0,12.791
20231117T100000Z,-4.8,1.7,2147.125,6445.0,12.518
20231117T110000Z,-4.7,1.3,2051.7,6445.0,11.95
20231117T120000Z,-4.6,1.4,1999.575,6445.0,11.2
20231117T130000Z,-4.5,2,1943.0,6445.0,12.391
20231117T140000Z,-4.4,2.2,1922.85,6445.0,12.999
20231117T150000Z,-4.4,2.1,1785.2,6445.0,13.704
20231117T160000Z,-4.2,2.1,1633.5,6445.0,14.632
20231117T170000Z,-3.9,2.5,1519.775,6445.0,14.526
20231117T180000Z,-3.6,3.7,1416.025,6445.0,13.691
20231117T190000Z,-3.3,3,1376.55,6445.0,12.414
20231117T200000Z,-3.1,2.8,1312.45,6445.0,11.048
20231117T210000Z,-2.6,3.5,1386.95,6445.0,9.65
20231117T220000Z,-2.3,3.3,1391.475,6445.0,9.268
20231117T230000Z,-2.1,3.5,1327.6,6445.0,9.222
20231118T000000Z,-1.9,3.7,1289.825,6445.0,9.042
20231118T010000Z,-1.8,3.5,1260.1,6445.0,8.771
20231118T020000Z,-1.8,3.5,1195.225,6445.0,8.308
20231118T030000Z,-1.9,2.6,1086.75,6445.0,7.993
20231118T040000Z,-1.9,2.2,1016.125,6445.0,7.996
20231118T050000Z,-1.9,2.5,921.8,6445.0,8.343
20231118T060000Z,-2.1,3,862.0,6445.0,8.914
20231118T070000Z,-2.2,2.3,799.4,6445.0,9.691
20231118T080000Z,-2.2,2.2,742.05,6445.0,9.453
20231118T090000Z,-1.9,2.4,709.875,6445.0,9.608
20231118T100000Z,-1.9,2.3,632.275,6445.0,9.52
20231118T110000Z,-2.3,2.3,549.2,6445.0,9.56
20231118T120000Z,-3.4,1.8,556.925,6445.0,9.531
20231118T130000Z,-4.1,1.6,635.825,6445.0,9.706
20231118T140000Z,-3.2,1.8,711.1750000000001,6445.0,10.487
20231118T150000Z,-3,1.5,705.175,6445.0,12.999
20231118T160000Z,-3.4,1.8,702.625,6445.0,10.507
20231118T170000Z,-3,1.9,768.375,6445.0,10.734
20231118T180000Z,-2.9,1.4,883.825,6445.0,8.905
20231118T190000Z,-2.6,2.4,1077.0,6445.0,8.31
20231118T200000Z,-2.5,2.4,1035.525,6445.0,7.798
20231118T210000Z,-2.7,1.7,964.275,6445.0,7.376
20231118T220000Z,-2.7,1.1,886.7,6445.0,5.91
20231118T230000Z,-2.7,1.4,871.925,6445.0,4.786
20231119T000000Z,-2.9,1.6,876.025,6445.0,4.408
20231119T010000Z,-2.9,1.4,893.875,6445.0,4.222
20231119T020000Z,-3.1,0.7,881.15,6445.0,3.748
20231119T030000Z,-3.1,0.5,904.15,6445.0,3.507
20231119T040000Z,-3.1,0.5,895.875,6445.0,3.76
20231119T050000Z,-3.2,0.8,825.15,6445.0,4.178
20231119T060000Z,-3.2,0.9,763.5999999999999,6445.0,4.419
20231119T070000Z,-3.5,1.3,742.75,6445.0,4.763
20231119T080000Z,-3.5,1.6,721.525,6445.0,4.986
20231119T090000Z,-2.9,2.4,668.275,6445.0,5.747
20231119T100000Z,-2.6,1.6,651.275,6445.0,5.999
20231119T110000Z,-2.6,2,614.9499999999999,6445.0,6.208
20231119T120000Z,-2.7,1.4,678.075,6445.0,6.39
20231119T130000Z,-3,1,747.55,6445.0,6.623
20231119T140000Z,-3.1,1,757.6,6445.0,7.087
20231119T150000Z,-3.1,1.5,797.65,6445.0,8.098
20231119T160000Z,-2.8,1.9,855.525,6445.0,9.502
20231119T170000Z,-2.8,2.4,969.3,6445.0,10.319
20231119T180000Z,-2.7,1.7,1068.175,6445.0,10.161
20231119T190000Z,-2.7,1.9,1088.0,6445.0,8.865
20231119T200000Z,-2.4,1.2,1087.2,6445.0,8.438
20231119T210000Z,-2.5,1,1078.95,6445.0,8.695
20231119T220000Z,-2.8,0.7,1003.05,6445.0,8.005
20231119T230000Z,-2.7,0.8,932.525,6445.0,6.998
20231120T000000Z,-2.6,0.8,860.5,6445.0,6.268
20231120T010000Z,-2.3,0.5,770.975,6445.0,5.991
20231120T020000Z,-2.5,1.2,648.925,6445.0,6.003
20231120T030000Z,-2.2,1.1,552.95,6445.0,6.476
20231120T040000Z,-2.4,0.8,460.025,6445.0,8.043
20231120T050000Z,-2.5,1.4,353.3,6445.0,14.003
20231120T060000Z,-2.1,1.2,269.025,6445.0,14.307
20231120T070000Z,-1.9,2.1,227.975,6445.0,14.441
20231120T080000Z,-1.7,1.5,178.075,6445.0,16.001
20231120T090000Z,-1.8,2.4,142.775,6445.0,13.0
20231120T100000Z,-2.3,2.1,129.825,6445.0,12.835
20231120T110000Z,-2.7,1,118.825,6445.0,12.834
20231120T120000Z,-2.6,1.3,128.55,6445.0,12.835
20231120T130000Z,-3,1.7,161.975,6445.0,13.821
20231120T140000Z,-4.6,1.1,262.8,6445.0,14.813
20231120T150000Z,-5.2,1.4,387.125,6445.0,15.949
20231120T160000Z,-5.5,1.5,452.55,6445.0,14.7
20231120T170000Z,-5.1,0.8,480.025,6445.0,13.998
20231120T180000Z,-6.6,1.3,488.475,6445.0,13.331
20231120T190000Z,-5.7,1.4,470.15,6445.0,11.642
20231120T200000Z,-4.9,1.7,455.525,6445.0,10.389
20231120T210000Z,-4.5,1.9,444.4,6445.0,10.47
20231120T220000Z,-4.1,1.8,450.725,6445.0,9.463
20231120T230000Z,-3.6,2,487.45,6445.0,12.999
20231121T000000Z,-3.4,2.5,589.85,6445.0,9.82
20231121T010000Z,-2.9,2.2,719.725,6445.0,9.612
20231121T020000Z,-2.6,3.9,709.5,6445.0,9.117
20231121T030000Z,-2.8,3.6,641.7,6445.0,9.578
20231121T040000Z,-3.2,4.5,584.0,6445.0,18.102
20231121T050000Z,-3.4,3.4,489.6,6445.0,55.003
20231121T060000Z,-3.3,3.1,412.325,6445.0,48.799
20231121T070000Z,-3.2,3,358.875,6445.0,54.996
20231121T080000Z,-3.3,3.2,280.25,6445.0,39.792
20231121T090000Z,-3.3,2.6,228.75,6445.0,40.182
20231121T100000Z,-3.3,2.6,174.55,6445.0,48.797
20231121T110000Z,-3.3,2.8,142.85,6445.0,40.008
20231121T120000Z,-3.4,2.1,121.875,6445.0,32.998
20231121T130000Z,-3.5,1.7,98.85,6445.0,48.794
20231121T140000Z,-3.6,1.9,107.3,6445.0,77.718
20231121T150000Z,-3.7,2,108.95,6445.0,34.551
20231121T160000Z,-3.7,2.2,104.6,6445.0,20.002
20231121T170000Z,-3.7,2.2,101.3,6445.0,16.499
20231121T180000Z,-3.9,2.3,115.7,6445.0,13.909
20231121T190000Z,-4.2,2.5,144.3,6445.0,13.209
20231121T200000Z,-4.9,2.6,248.25,6445.0,15.505
20231121T210000Z,-7,0.9,333.15,6445.0,11.091
20231121T220000Z,-8.2,0.8,382.7,6445.0,9.804
20231121T230000Z,-7.5,0.8,562.4,6445.0,9.516
20231122T000000Z,-5.8,1.4,881.7,6445.0,9.206
20231122T010000Z,-5.1,1.4,1198.225,6445.0,9.206
20231122T020000Z,-4.9,2.2,1517.25,6445.0,8.915
20231122T030000Z,-4.7,2,1847.725,6445.0,8.873
20231122T040000Z,-4.9,2.1,2318.125,6445.0,4.297
20231122T050000Z,-4.8,3.1,2869.2,6445.0,7.403
20231122T060000Z,-4.8,3.4,3383.475,6445.0,7.697
20231122T070000Z,-4.8,4,3773.125,6445.0,5.485
20231122T080000Z,-4.9,4.5,4132.775,6445.0,3.967
20231122T090000Z,-4.7,4.3,4429.45,6445.0,3.178
20231122T100000Z,-4.2,4.3,4645.3,6445.0,2.574
20231122T110000Z,-3.7,5.3,4845.025,6445.0,2.499
20231122T120000Z,-2.8,5.8,5093.625,6445.0,2.105
20231122T130000Z,-1.3,5.4,5264.275,6445.0,1.985
20231122T140000Z,0,6.7,5372.825,6445.0,1.996
20231122T150000Z,0.1,7,5384.349999999999,6445.0,2.094
20231122T160000Z,0,7.7,5410.9,6445.0,2.057
20231122T170000Z,0,7.3,5373.45,6445.0,1.92
20231122T180000Z,0.1,7,5362.525,6445.0,1.711
20231122T190000Z,0.2,6.4,5363.15,6445.0,1.563
20231122T200000Z,0.2,6.3,5129.85,6445.0,1.528
20231122T210000Z,0.2,5.5,4621.725,6445.0,1.274
20231122T220000Z,0.2,4.6,3925.475,6445.0,1.188
20231122T230000Z,0.2,4.5,3348.65,6445.0,0.504
20231123T000000Z,0.3,4.3,2986.8250000000003,6445.0,0.96
20231123T010000Z,0.4,2.8,2672.125,6445.0,1.002
20231123T020000Z,0.6,3,2465.775,6445.0,1.006
20231123T030000Z,0.7,2.9,2440.85,6445.0,1.179
20231123T040000Z,0.8,4.4,2190.575,6445.0,1.642
20231123T050000Z,0.6,3.8,1920.2,6445.0,5.829
20231123T060000Z,0.7,2.6,1745.45,6445.0,8.577
20231123T070000Z,0.8,3.1,1615.7,6445.0,8.694
20231123T080000Z,0.8,3.1,1323.925,6445.0,8.767
20231123T090000Z,0.9,2.5,1188.35,6445.0,8.758
20231123T100000Z,0.9,2.8,925.2,6445.0,8.816
20231123T110000Z,0.9,2.7,619.925,6445.0,8.8
20231123T120000Z,0.8,2.9,496.2,6445.0,8.717
20231123T130000Z,0.6,3.2,461.35,6445.0,8.54
20231123T140000Z,0.4,1.9,429.1,6445.0,8.738
20231123T150000Z,0.4,1.2,406.25,6445.0,8.744
20231123T160000Z,0.4,1.4,446.8,6445.0,8.725
20231123T170000Z,0.2,0.7,556.125,6445.0,8.731
20231123T180000Z,0.2,1,727.9,6445.0,8.759
20231123T190000Z,0.3,1.6,906.6,6445.0,6.499
20231123T200000Z,0.2,1.6,943.15,6445.0,5.644
20231123T210000Z,0.2,1.6,1004.0,6445.0,2.51
20231123T220000Z,0.1,1,1107.5,6445.0,2.501
20231123T230000Z,0.1,1.5,1220.825,6445.0,0.148
20231124T000000Z,0.1,1.4,1433.025,6445.0,0.01
20231124T010000Z,0.1,1.8,1602.35,6445.0,0.012
20231124T020000Z,0.1,2.1,1790.7,6445.0,0.034
20231124T030000Z,0.1,1.6,1868.45,6445.0,0.155
20231124T040000Z,0,1.7,1959.425,6445.0,0.443
20231124T050000Z,-0.5,4.4,2171.4,6445.0,1.609
20231124T060000Z,-1.3,4.3,2245.075,6445.0,2.003
20231124T070000Z,-1.7,4.1,2298.2,6445.0,2.076
20231124T080000Z,-2,3.9,2233.95,6445.0,2.086
20231124T090000Z,-2.3,3.5,2208.525,6445.0,2.164
20231124T100000Z,-2.7,4.2,2319.95,6445.0,2.1
20231124T110000Z,-3.7,4.8,2476.25,6445.0,0.001
20231124T120000Z,-4.3,4.8,2743.125,6445.0,-1.0
20231124T130000Z,-5.3,4.9,3000.925,6445.0,-50.0
20231124T140000Z,-6.4,4.7,3135.375,6445.0,-50.0
20231124T150000Z,-6.7,4.5,3310.65,6445.0,-50.0
20231124T160000Z,-7.3,5.1,3487.075,6445.0,-50.0
20231124T170000Z,-7.9,6,3449.175,6445.0,-50.0
20231124T180000Z,-8.2,4.8,3381.025,6445.0,-50.0
20231124T190000Z,-8.5,5.1,3312.2,6445.0,-50.0
20231124T200000Z,-8.8,5.1,3276.425,6445.0,-50.0
20231124T210000Z,-9.5,5.2,3176.675,6445.0,-50.0
20231124T220000Z,-9.1,4.6,3045.725,6445.0,-50.0
20231124T230000Z,-9,4.2,2870.1,6445.0,2.804
20231125T000000Z,-9.2,4.4,2744.575,6445.0,2.591
20231125T010000Z,-9.5,4.3,2612.45,6445.0,2.549
20231125T020000Z,-9.9,2.7,2589.75,6445.0,2.522
20231125T030000Z,-10.7,2.7,2597.05,6445.0,2.552
20231125T040000Z,-10.8,2.5,2778.675,6445.0,2.093
20231125T050000Z,-10.5,3.1,2859.325,6445.0,2.33
20231125T060000Z,-10.8,2.9,2733.05,6445.0,2.611
20231125T070000Z,-11.3,2.5,2957.925,6445.0,3.428
20231125T080000Z,-11.1,2.8,2836.975,6445.0,7.495
20231125T090000Z,-10.9,2.5,2405.275,6445.0,8.703
20231125T100000Z,-10.2,2.2,2068.525,6445.0,8.497
20231125T110000Z,-9.9,1.4,2029.75,6445.0,8.278
20231125T120000Z,-9.9,1.9,2105.525,6445.0,8.108
20231125T130000Z,-10.6,1.3,1999.675,6445.0,8.792
20231125T140000Z,-11.6,0.4,1833.375,6445.0,9.312
20231125T150000Z,-12.2,0.6,1687.575,6445.0,11.135
20231125T160000Z,-11.6,0.4,1375.475,6445.0,12.5
20231125T170000Z,-12.4,0.5,1031.85,6445.0,12.367
20231125T180000Z,-13.4,0.7,689.575,6445.0,12.326
20231125T190000Z,-12.6,0.4,478.9,6445.0,11.762
20231125T200000Z,-12.2,1,450.6,6445.0,11.15
20231125T210000Z,-13.5,1.1,448.8,6445.0,10.888
20231125T220000Z,-14.7,0.3,380.625,6445.0,9.382
20231125T230000Z,-15.5,0.3,329.375,6445.0,10.766
20231126T000000Z,-15.9,0.4,283.25,6445.0,10.22
20231126T010000Z,-16.3,0.5,224.675,6445.0,9.888
20231126T020000Z,-17,0.4,231.975,6445.0,9.692
20231126T030000Z,-17.2,0.4,268.325,6445.0,9.426
20231126T040000Z,-17.4,0.4,315.075,6445.0,10.995
20231126T050000Z,-17.7,0.3,345.25,6445.0,9.886
20231126T060000Z,-16.8,0.4,357.475,6445.0,10.22
20231126T070000Z,-14.8,0.5,400.65,6445.0,14.222
20231126T080000Z,-13,1.2,510.125,6445.0,14.489
20231126T090000Z,-12.3,1.7,489.1,6445.0,11.252
20231126T100000Z,-12.3,1.6,450.95,6445.0,12.331
20231126T110000Z,-12.7,1.8,456.7,6445.0,11.065
20231126T120000Z,-13,1.5,403.3,6445.0,10.738
20231126T130000Z,-13.8,2,460.15,6445.0,12.999
20231126T140000Z,-13.8,2.4,634.6,6445.0,14.49
20231126T150000Z,-14.8,2.2,801.675,6445.0,14.503
20231126T160000Z,-15,1.9,1015.05,6445.0,14.381
20231126T170000Z,-14.5,2.7,1179.9,6445.0,14.967
20231126T180000Z,-13.6,2.3,1406.025,6445.0,14.314
20231126T190000Z,-12.6,2.4,1624.575,6445.0,13.591
20231126T200000Z,-12,2.5,1689.975,6445.0,12.241
20231126T210000Z,-11.9,2.6,1712.45,6445.0,11.613
20231126T220000Z,-12.1,3.4,1661.5,6445.0,9.947
20231126T230000Z,-12.1,3.2,1763.45,6445.0,9.618
20231127T000000Z,-12.2,2.4,1904.0,6445.0,9.117
20231127T010000Z,-12.5,2.4,2026.75,6445.0,8.774
20231127T020000Z,-12.9,2.3,2215.325,6445.0,8.668
20231127T030000Z,-13.2,2.4,2433.9,6445.0,8.58
20231127T040000Z,-14.4,2.3,2461.875,6445.0,9.409
20231127T050000Z,-15.5,3,2392.075,6445.0,12.201
20231127T060000Z,-16.5,3.6,2609.35,6445.0,13.892
20231127T070000Z,-16.7,3.4,3038.8,6445.0,14.499
20231127T080000Z,-16.4,2.9,3195.05,6445.0,13.941
20231127T090000Z,-14.7,2.4,3413.075,6448.0,13.8
20231127T100000Z,-13.9,3.2,3512.65,6464.0,13.694
20231127T110000Z,-13.6,3.1,3525.9,6464.0,12.982
20231127T120000Z,-13.6,4.6,3715.8,6464.0,12.856
20231127T130000Z,-13.7,4.7,4162.325000000001,6464.0,12.559
20231127T140000Z,-12.9,3.3,4589.075000000001,6464.0,11.745
20231127T150000Z,-11.9,4.5,4802.475,6464.0,11.308
20231127T160000Z,-11.9,5.1,4786.725,6464.0,12.154
20231127T170000Z,-11.9,4.7,4662.05,6464.0,11.498
20231127T180000Z,-11.5,5.2,4659.475,6464.0,10.22
20231127T190000Z,-11.3,6.3,4861.075,6464.0,5.72
20231127T200000Z,-11.2,6.6,5135.175,6464.0,5.891
20231127T210000Z,-10.6,6.5,5283.45,6464.0,4.0
20231127T220000Z,-10,6.7,5342.0,6464.0,2.993
20231127T230000Z,-9.5,6.6,5366.425,6464.0,2.068
20231128T000000Z,-9.1,6.6,5357.9,6464.0,2.056
20231128T010000Z,-8.6,6.6,5451.525,6464.0,2.031
20231128T020000Z,-8.2,6,5576.375,6464.0,2.042
20231128T030000Z,-7.9,5.8,5583.0,6464.0,2.057
20231128T040000Z,-7.6,5.1,5582.625,6464.0,2.087
20231128T050000Z,-7.2,4.4,5597.9,6464.0,2.561
20231128T060000Z,-6.8,4.9,4696.9,6464.0,5.349
20231128T070000Z,-6.1,5.1,4455.674999999999,6464.0,4.83
20231128T080000Z,-5.4,5.8,4348.475,6464.0,5.154
20231128T090000Z,-4.8,5.4,4174.75,6464.0,5.846
20231128T100000Z,-4.2,6.2,4083.15,6464.0,7.793
20231128T110000Z,-3.9,5.9,4051.75,6464.0,7.709
20231128T120000Z,-3.7,5.9,4066.55,6464.0,7.008
20231128T130000Z,-3.6,6.6,4030.925,6464.0,5.746
20231128T140000Z,-3.5,6.7,4060.5,6464.0,4.404
20231128T150000Z,-3.4,6.9,4077.725,6464.0,3.135
20231128T160000Z,-3.3,6.7,3991.8,6464.0,3.252
20231128T170000Z,-3.2,6.6,4213.625,6464.0,2.819
20231128T180000Z,-3.2,7,4388.5,6464.0,2.964
